,mean,std,min,q1,median,q3,max,iqr,skew,kurtosis,label
40,1523.4394444444445,1847.1911921587316,0.0,16.75,757.5,2463.75,11227.0,2447.0,1.487189378174173,2.167378264916756,pulsar
41,1533.621111111111,1859.8696394989188,0.0,21.75,759.0,2474.75,11227.0,2453.0,1.499439434736923,2.2149499615562473,pulsar
42,1550.9572222222223,1869.9602668247041,0.0,24.75,769.5,2524.5,11227.0,2499.75,1.4762182374995045,2.1118187932460732,pulsar
43,1569.4666666666667,1874.2502578110925,0.0,31.25,787.5,2551.75,11227.0,2520.5,1.4603685196908789,2.0548971094899406,pulsar
44,1563.568888888889,1869.032703879194,0.0,26.75,781.0,2554.5,11227.0,2527.75,1.4624346073927714,2.081572314833496,pulsar
45,1575.2722222222221,1872.7874604276444,0.0,31.25,791.5,2594.75,11227.0,2563.5,1.4447368094826323,2.016143647110425,pulsar
46,1576.826111111111,1876.772206103752,0.0,26.75,787.5,2594.75,11227.0,2568.0,1.442863962695374,1.999158507784554,pulsar
47,1584.828888888889,1880.3584686715221,0.0,27.75,798.0,2600.75,11227.0,2573.0,1.436185725141025,1.9678061817586356,pulsar
48,1584.1966666666667,1888.1036326471442,0.0,27.75,798.0,2572.25,11571.0,2544.5,1.4849610970704008,2.2816705388478575,pulsar
49,1599.0805555555555,1892.3574539083968,0.0,28.75,814.5,2624.75,11571.0,2596.0,1.461136702913688,2.1916185128946,pulsar
50,1607.0294444444444,1888.9464544712785,0.0,33.75,835.5,2642.5,11571.0,2608.75,1.4530186387798079,2.182864494314465,pulsar
51,1592.2905555555556,1874.8650502541525,0.0,32.0,825.5,2639.75,11571.0,2607.75,1.4514639060298866,2.2060413458019537,pulsar
52,1563.4877777777779,1865.9227921977601,0.0,17.75,786.5,2600.75,11571.0,2583.0,1.4714356007242544,2.2883901310309382,pulsar
53,1538.5783333333334,1863.0654153984822,0.0,0.0,766.0,2554.25,11571.0,2554.25,1.4963725698769514,2.374179870797288,pulsar
54,1501.29,1854.3228638183803,0.0,0.0,729.0,2478.5,11571.0,2478.5,1.5359236414177302,2.5203609171989236,pulsar
55,1483.0216666666668,1851.4195953785709,0.0,0.0,701.5,2463.0,11571.0,2463.0,1.5493909085413042,2.5691070155893407,pulsar
56,1465.2266666666667,1851.5646790516141,0.0,0.0,686.0,2438.75,11571.0,2438.75,1.5666903641508112,2.620772269788048,pulsar
57,1434.155,1844.853589270681,0.0,0.0,643.5,2374.0,11571.0,2374.0,1.6012137351528015,2.7524006095939852,pulsar
58,1406.8905555555555,1832.6118479773904,0.0,0.0,594.5,2350.5,11571.0,2350.5,1.6189652293780494,2.8326150109805748,pulsar
59,1390.5105555555556,1828.5947696145295,0.0,0.0,549.0,2301.25,11571.0,2301.25,1.6321917560944297,2.886556153431139,pulsar
60,1367.8683333333333,1817.7468631757629,0.0,0.0,512.5,2279.75,11571.0,2279.75,1.6494818610538333,2.9779310097285445,pulsar
61,1340.3705555555555,1808.4780557630374,0.0,0.0,451.5,2222.5,11571.0,2222.5,1.6830116887596835,3.1270952754094075,pulsar
62,1318.9194444444445,1803.0517597438577,0.0,0.0,416.5,2201.75,11571.0,2201.75,1.711109858824599,3.245088409293538,pulsar
63,1299.9194444444445,1801.042814368423,0.0,0.0,380.0,2174.75,11571.0,2174.75,1.733876826882744,3.3280271130521526,pulsar
64,1278.0327777777777,1794.2403795982998,0.0,0.0,337.0,2150.5,11571.0,2150.5,1.7593509070530735,3.4448425377948992,pulsar
65,1301.7872222222222,1880.3998964872724,0.0,0.0,269.5,2146.75,13518.0,2146.75,1.8461973025460352,3.9416878436882885,pulsar
66,1327.8066666666666,1888.9260270581296,0.0,0.0,309.5,2220.25,13518.0,2220.25,1.8150094371294847,3.796852433411248,pulsar
67,1358.1694444444445,1898.2276824058945,0.0,0.0,370.5,2257.75,13518.0,2257.75,1.7842005811590047,3.670550116249808,pulsar
68,1380.2188888888888,1905.9357274278782,0.0,0.0,417.0,2297.5,13518.0,2297.5,1.7616400576532754,3.5582883884245944,pulsar
69,1420.6016666666667,1916.431013806898,0.0,0.0,506.5,2353.5,13518.0,2353.5,1.708594095813511,3.3361047278283036,pulsar
70,1443.6033333333332,1926.786327935358,0.0,0.0,574.0,2413.5,13518.0,2413.5,1.6913168211433522,3.2388854034350643,pulsar
71,1463.9794444444444,1931.08171339037,0.0,0.0,608.0,2448.5,13518.0,2448.5,1.6733605180255158,3.1600030580779683,pulsar
72,1490.7844444444445,1935.1625301225326,0.0,0.0,672.5,2490.25,13518.0,2490.25,1.6417803189848663,3.0416509167690706,pulsar
